"","Prefix","Level","Semester","Competency","Student.Work","Form","PT1","SCI1","PT2","SCI2","PT3","SCI3","PT4","SCI4","Total","Mean","file"
"669","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",90,"2",NA,"",NA,"",NA,"","2","2",9
"670","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",58,"0",NA,"",NA,"",NA,"","0","0",9
"671","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",9
"672","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",9
"673","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",9
"674","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",88,"1",NA,"",NA,"",NA,"","1","1",9
"675","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",9
"676","BIOL","200","Fall 2013","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",9
"677","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",104,"2",NA,"",NA,"",NA,"","2","2",10
"678","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",10
"679","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",10
"680","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",136,"4",NA,"",NA,"",NA,"","4","4",10
"681","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",90,"2",NA,"",NA,"",NA,"","2","2",10
"682","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",142,"4",NA,"",NA,"",NA,"","4","4",10
"683","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",98,"2",NA,"",NA,"",NA,"","2","2",10
"684","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",10
"685","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",88,"1",NA,"",NA,"",NA,"","1","1",10
"686","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",78,"1",NA,"",NA,"",NA,"","1","1",10
"687","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",132,"4",NA,"",NA,"",NA,"","4","4",10
"688","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",86,"1",NA,"",NA,"",NA,"","1","1",10
"689","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",10
"690","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",134,"4",NA,"",NA,"",NA,"","4","4",10
"691","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",74,"0",NA,"",NA,"",NA,"","0","0",10
"692","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",118,"3",NA,"",NA,"",NA,"","3","3",10
"693","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",124,"3",NA,"",NA,"",NA,"","3","3",10
"694","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",138,"4",NA,"",NA,"",NA,"","4","4",10
"695","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",82,"1",NA,"",NA,"",NA,"","1","1",10
"696","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",10
"697","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",76,"1",NA,"",NA,"",NA,"","1","1",10
"698","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",84,"1",NA,"",NA,"",NA,"","1","1",10
"699","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",76,"1",NA,"",NA,"",NA,"","1","1",10
"700","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",140,"4",NA,"",NA,"",NA,"","4","4",10
"701","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",122,"3",NA,"",NA,"",NA,"","3","3",10
"702","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",10
"703","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",118,"3",NA,"",NA,"",NA,"","3","3",10
"704","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",10
"705","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",128,"4",NA,"",NA,"",NA,"","4","4",10
"706","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",10
"707","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",148,"4",NA,"",NA,"",NA,"","4","4",10
"708","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",140,"4",NA,"",NA,"",NA,"","4","4",10
"709","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",62,"0",NA,"",NA,"",NA,"","0","0",10
"710","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",134,"4",NA,"",NA,"",NA,"","4","4",10
"711","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",140,"4",NA,"",NA,"",NA,"","4","4",10
"712","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",98,"2",NA,"",NA,"",NA,"","2","2",10
"713","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",102,"2",NA,"",NA,"",NA,"","2","2",10
"714","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",136,"4",NA,"",NA,"",NA,"","4","4",10
"715","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",122,"3",NA,"",NA,"",NA,"","3","3",10
"716","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",136,"4",NA,"",NA,"",NA,"","4","4",10
"717","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",10
"718","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",122,"3",NA,"",NA,"",NA,"","3","3",10
"719","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",118,"3",NA,"",NA,"",NA,"","3","3",10
"720","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",10
"721","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",98,"2",NA,"",NA,"",NA,"","2","2",10
"722","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",132,"4",NA,"",NA,"",NA,"","4","4",10
"723","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",10
"724","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",86,"1",NA,"",NA,"",NA,"","1","1",10
"725","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",120,"3",NA,"",NA,"",NA,"","3","3",10
"726","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",122,"3",NA,"",NA,"",NA,"","3","3",10
"727","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",10
"728","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",136,"4",NA,"",NA,"",NA,"","4","4",10
"729","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",104,"2",NA,"",NA,"",NA,"","2","2",10
"730","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",144,"4",NA,"",NA,"",NA,"","4","4",10
"731","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",132,"4",NA,"",NA,"",NA,"","4","4",10
"732","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",72,"0",NA,"",NA,"",NA,"","0","0",10
"733","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",76,"1",NA,"",NA,"",NA,"","1","1",10
"734","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",104,"2",NA,"",NA,"",NA,"","2","2",10
"735","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",128,"4",NA,"",NA,"",NA,"","4","4",10
"736","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",124,"3",NA,"",NA,"",NA,"","3","3",10
"737","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",132,"4",NA,"",NA,"",NA,"","4","4",10
"738","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",10
"739","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",104,"2",NA,"",NA,"",NA,"","2","2",10
"740","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",10
"741","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",130,"4",NA,"",NA,"",NA,"","4","4",10
"742","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",78,"1",NA,"",NA,"",NA,"","1","1",10
"743","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",10
"744","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",10
"745","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",124,"3",NA,"",NA,"",NA,"","3","3",10
"746","BIOL","200","Spring 2014","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",10
"747","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",150,"4",NA,"",NA,"",NA,"","4","4",11
"748","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",138,"4",NA,"",NA,"",NA,"","4","4",11
"749","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",90,"2",NA,"",NA,"",NA,"","2","2",11
"750","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",11
"751","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",136,"4",NA,"",NA,"",NA,"","4","4",11
"752","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",120,"3",NA,"",NA,"",NA,"","3","3",11
"753","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",130,"4",NA,"",NA,"",NA,"","4","4",11
"754","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",144,"4",NA,"",NA,"",NA,"","4","4",11
"755","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",11
"756","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",11
"757","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",11
"758","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",90,"2",NA,"",NA,"",NA,"","2","2",11
"759","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",11
"760","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",122,"3",NA,"",NA,"",NA,"","3","3",11
"761","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",130,"4",NA,"",NA,"",NA,"","4","4",11
"762","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",98,"2",NA,"",NA,"",NA,"","2","2",11
"763","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",64,"0",NA,"",NA,"",NA,"","0","0",11
"764","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",11
"765","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",148,"4",NA,"",NA,"",NA,"","4","4",11
"766","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",146,"4",NA,"",NA,"",NA,"","4","4",11
"767","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",136,"4",NA,"",NA,"",NA,"","4","4",11
"768","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",70,"0",NA,"",NA,"",NA,"","0","0",11
"769","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",60,"0",NA,"",NA,"",NA,"","0","0",11
"770","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",11
"771","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",11
"772","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",86,"1",NA,"",NA,"",NA,"","1","1",11
"773","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",128,"4",NA,"",NA,"",NA,"","4","4",11
"774","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",11
"775","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",130,"4",NA,"",NA,"",NA,"","4","4",11
"776","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",78,"1",NA,"",NA,"",NA,"","1","1",11
"777","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",146,"4",NA,"",NA,"",NA,"","4","4",11
"778","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",132,"4",NA,"",NA,"",NA,"","4","4",11
"779","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",138,"4",NA,"",NA,"",NA,"","4","4",11
"780","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",76,"1",NA,"",NA,"",NA,"","1","1",11
"781","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",88,"1",NA,"",NA,"",NA,"","1","1",11
"782","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",68,"0",NA,"",NA,"",NA,"","0","0",11
"783","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",120,"3",NA,"",NA,"",NA,"","3","3",11
"784","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",138,"4",NA,"",NA,"",NA,"","4","4",11
"785","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",11
"786","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",122,"3",NA,"",NA,"",NA,"","3","3",11
"787","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",140,"4",NA,"",NA,"",NA,"","4","4",11
"788","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",11
"789","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",120,"3",NA,"",NA,"",NA,"","3","3",11
"790","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",102,"2",NA,"",NA,"",NA,"","2","2",11
"791","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",124,"3",NA,"",NA,"",NA,"","3","3",11
"792","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",11
"793","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",104,"2",NA,"",NA,"",NA,"","2","2",11
"794","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",11
"795","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",134,"4",NA,"",NA,"",NA,"","4","4",11
"796","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",134,"4",NA,"",NA,"",NA,"","4","4",11
"797","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",90,"2",NA,"",NA,"",NA,"","2","2",11
"798","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",136,"4",NA,"",NA,"",NA,"","4","4",11
"799","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",122,"3",NA,"",NA,"",NA,"","3","3",11
"800","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",84,"1",NA,"",NA,"",NA,"","1","1",11
"801","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",130,"4",NA,"",NA,"",NA,"","4","4",11
"802","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",11
"803","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",104,"2",NA,"",NA,"",NA,"","2","2",11
"804","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",11
"805","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",136,"4",NA,"",NA,"",NA,"","4","4",11
"806","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",132,"4",NA,"",NA,"",NA,"","4","4",11
"807","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",11
"808","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",124,"3",NA,"",NA,"",NA,"","3","3",11
"809","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",134,"4",NA,"",NA,"",NA,"","4","4",11
"810","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",102,"2",NA,"",NA,"",NA,"","2","2",11
"811","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",132,"4",NA,"",NA,"",NA,"","4","4",11
"812","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",146,"4",NA,"",NA,"",NA,"","4","4",11
"813","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",11
"814","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",11
"815","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",11
"816","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",136,"4",NA,"",NA,"",NA,"","4","4",11
"817","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",64,"0",NA,"",NA,"",NA,"","0","0",11
"818","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",11
"819","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",130,"4",NA,"",NA,"",NA,"","4","4",11
"820","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",120,"3",NA,"",NA,"",NA,"","3","3",11
"821","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",104,"2",NA,"",NA,"",NA,"","2","2",11
"822","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",136,"4",NA,"",NA,"",NA,"","4","4",11
"823","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",102,"2",NA,"",NA,"",NA,"","2","2",11
"824","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",11
"825","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",11
"826","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",84,"1",NA,"",NA,"",NA,"","1","1",11
"827","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",138,"4",NA,"",NA,"",NA,"","4","4",11
"828","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",128,"4",NA,"",NA,"",NA,"","4","4",11
"829","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",11
"830","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",80,"1",NA,"",NA,"",NA,"","1","1",11
"831","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",11
"832","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",116,"3",NA,"",NA,"",NA,"","3","3",11
"833","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",132,"4",NA,"",NA,"",NA,"","4","4",11
"834","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",136,"4",NA,"",NA,"",NA,"","4","4",11
"835","BIOL","200","Fall 2014","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",11
"836","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",82,"1",NA,"",NA,"",NA,"","1","1",12
"837","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",86,"1",NA,"",NA,"",NA,"","1","1",12
"838","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",88,"1",NA,"",NA,"",NA,"","1","1",12
"839","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",76,"1",NA,"",NA,"",NA,"","1","1",12
"840","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",136,"4",NA,"",NA,"",NA,"","4","4",12
"841","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",96,"2",NA,"",NA,"",NA,"","2","2",12
"842","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",12
"843","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",86,"1",NA,"",NA,"",NA,"","1","1",12
"844","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",12
"845","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",12
"846","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",58,"0",NA,"",NA,"",NA,"","0","0",12
"847","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",88,"1",NA,"",NA,"",NA,"","1","1",12
"848","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",12
"849","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",12
"850","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",12
"851","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",80,"1",NA,"",NA,"",NA,"","1","1",12
"852","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",78,"1",NA,"",NA,"",NA,"","1","1",12
"853","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",84,"1",NA,"",NA,"",NA,"","1","1",12
"854","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",128,"4",NA,"",NA,"",NA,"","4","4",12
"855","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",62,"0",NA,"",NA,"",NA,"","0","0",12
"856","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",12
"857","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",12
"858","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",12
"859","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",82,"1",NA,"",NA,"",NA,"","1","1",12
"860","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",128,"4",NA,"",NA,"",NA,"","4","4",12
"861","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",140,"4",NA,"",NA,"",NA,"","4","4",12
"862","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",84,"1",NA,"",NA,"",NA,"","1","1",12
"863","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",12
"864","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",88,"1",NA,"",NA,"",NA,"","1","1",12
"865","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",92,"2",NA,"",NA,"",NA,"","2","2",12
"866","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",12
"867","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",12
"868","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",12
"869","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",84,"1",NA,"",NA,"",NA,"","1","1",12
"870","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",122,"3",NA,"",NA,"",NA,"","3","3",12
"871","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",110,"3",NA,"",NA,"",NA,"","3","3",12
"872","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",126,"3",NA,"",NA,"",NA,"","3","3",12
"873","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",12
"874","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",120,"3",NA,"",NA,"",NA,"","3","3",12
"875","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",140,"4",NA,"",NA,"",NA,"","4","4",12
"876","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",90,"2",NA,"",NA,"",NA,"","2","2",12
"877","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",62,"0",NA,"",NA,"",NA,"","0","0",12
"878","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",130,"4",NA,"",NA,"",NA,"","4","4",12
"879","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",112,"3",NA,"",NA,"",NA,"","3","3",12
"880","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",12
"881","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",104,"2",NA,"",NA,"",NA,"","2","2",12
"882","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",98,"2",NA,"",NA,"",NA,"","2","2",12
"883","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",12
"884","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",12
"885","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",12
"886","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",108,"3",NA,"",NA,"",NA,"","3","3",12
"887","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",12
"888","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",100,"2",NA,"",NA,"",NA,"","2","2",12
"889","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",88,"1",NA,"",NA,"",NA,"","1","1",12
"890","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",94,"2",NA,"",NA,"",NA,"","2","2",12
"891","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",140,"4",NA,"",NA,"",NA,"","4","4",12
"892","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",124,"3",NA,"",NA,"",NA,"","3","3",12
"893","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",64,"0",NA,"",NA,"",NA,"","0","0",12
"894","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",12
"895","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",106,"3",NA,"",NA,"",NA,"","3","3",12
"896","BIOL","200","Spring 2015","Natural Sciences","a selected response exam","Score",114,"3",NA,"",NA,"",NA,"","3","3",12
